date,Campaign,Interactions,Costs,Clicks
2021-08-01,[VS] - (SC) All Products [Smart],136.0,32.09,136.0
2021-08-01,catch 1,59.0,20.44,59.0
2021-08-01,UK | Search | Ladies Leather Coat,7.0,4.06,7.0
2021-08-01,[VS] - Leather (Gen) - [EM],5.0,3.38,5.0
2021-08-01,[VS] - Brand (Core) - [BM],10.0,1.86,10.0
2021-08-01,UK | Ashwood (General),8.0,1.84,8.0
2021-07-31,Luggage shop,519.0,257.93,519.0
2021-07-31,UK | Leather > General,298.0,109.61,298.0
2021-07-31,UK | DSA,215.0,76.5,215.0
2021-07-31,Ladies Leather Jackets,185.0,66.22,185.0
2021-07-31,UK | Search | Brand | Phrase,42.0,56.51,42.0
2021-07-31,Mens Leather Jackets,106.0,32.23,106.0
2021-07-31,[VS] - (SC) All Products [Smart],95.0,25.12,95.0
2021-07-31,catch 1,51.0,16.97,51.0
2021-07-31,[VS] - Brand (Core) - [BM],7.0,3.82,7.0
2021-07-31,UK | Search | Ladies Leather Coat,7.0,2.58,7.0
2021-07-31,UK | Ashwood (General),5.0,0.96,5.0
2021-07-31,[VS] - Leather (Gen) - [EM],4.0,0.95,4.0
2021-07-30,Luggage shop,419.0,245.68,419.0
2021-07-30,UK | Leather > General,277.0,119.71,277.0
2021-07-30,UK | DSA,187.0,70.61,187.0
2021-07-30,UK | Search | Brand | Phrase,66.0,66.11,66.0
2021-07-30,Ladies Leather Jackets,170.0,65.75,170.0
2021-07-30,Mens Leather Jackets,129.0,35.41,129.0
2021-07-30,[VS] - (SC) All Products [Smart],115.0,30.19,115.0
2021-07-30,catch 1,52.0,18.71,52.0
2021-07-30,UK | Search | Ladies Leather Coat,7.0,4.01,7.0
2021-07-30,UK | Ashwood (General),8.0,2.53,8.0
2021-07-30,[VS] - Leather (Gen) - [EM],2.0,0.56,2.0
2021-07-29,Luggage shop,347.0,197.98,347.0
2021-07-29,Ladies Leather Jackets,195.0,81.43,195.0
2021-07-29,UK | Leather > General,235.0,74.87,235.0
2021-07-29,[VS] - (SC) All Products [Smart],152.0,42.96,152.0
2021-07-29,UK | DSA,129.0,42.33,129.0
2021-07-29,UK | Search | Brand | Phrase,37.0,24.11,37.0
2021-07-29,Mens Leather Jackets,92.0,23.43,92.0
2021-07-29,catch 1,52.0,19.62,52.0
2021-07-29,UK | Ashwood (General),12.0,6.21,12.0
2021-07-29,[VS] - Leather (Gen) - [EM],1.0,0.52,1.0
2021-07-29,[VS] - Brand (Core) - [BM],1.0,0.39,1.0
2021-07-28,Luggage shop,360.0,173.96,360.0
2021-07-28,UK | Leather > General,248.0,98.06,248.0
2021-07-28,[VS] - (SC) All Products [Smart],184.0,63.08,184.0
2021-07-28,Ladies Leather Jackets,151.0,62.4,151.0
2021-07-28,UK | DSA,143.0,48.63,143.0
2021-07-28,Mens Leather Jackets,109.0,33.77,109.0
2021-07-28,UK | Search | Brand | Phrase,34.0,25.9,34.0
2021-07-28,catch 1,59.0,22.01,59.0
2021-07-28,UK | Ashwood (General),7.0,4.07,7.0
2021-07-28,UK | Search | Ladies Leather Coat,12.0,4.04,12.0
2021-07-28,[VS] - Leather (Gen) - [EM],2.0,0.8,2.0
2021-07-28,[VS] - Brand (Core) - [BM],2.0,0.15,2.0
2021-07-27,Luggage shop,276.0,131.13,276.0
2021-07-27,UK | Leather > General,207.0,80.08,207.0
2021-07-27,UK | DSA,183.0,76.86,183.0
2021-07-27,[VS] - (SC) All Products [Smart],121.0,37.93,121.0
2021-07-27,Mens Leather Jackets,80.0,31.61,80.0
2021-07-27,UK | Search | Brand | Phrase,37.0,31.22,37.0
2021-07-27,Ladies Leather Jackets,94.0,31.11,94.0
2021-07-27,catch 1,89.0,20.74,89.0
2021-07-27,UK | Search | Ladies Leather Coat,9.0,4.31,9.0
2021-07-27,UK | Ashwood (General),10.0,3.77,10.0
2021-07-27,[VS] - Leather (Gen) - [EM],2.0,0.83,2.0
2021-07-26,Luggage shop,193.0,78.81,193.0
2021-07-26,[VS] - (SC) All Products [Smart],193.0,75.59,193.0
2021-07-26,UK | DSA,168.0,65.82,168.0
2021-07-26,UK | Leather > General,124.0,45.75,124.0
2021-07-26,UK | Search | Brand | Phrase,41.0,41.55,41.0
2021-07-26,Ladies Leather Jackets,90.0,29.29,90.0
2021-07-26,Mens Leather Jackets,87.0,24.07,87.0
2021-07-26,catch 1,82.0,16.53,82.0
2021-07-26,UK | Search | Ladies Leather Coat,17.0,7.09,17.0
2021-07-26,UK | Ashwood (General),12.0,3.64,12.0
2021-07-26,[VS] - Brand (Core) - [BM],3.0,0.65,3.0
2021-07-25,Luggage shop,230.0,93.25,230.0
2021-07-25,UK | DSA,189.0,71.67,189.0
2021-07-25,UK | Search | Brand | Phrase,49.0,53.72,49.0
2021-07-25,[VS] - (SC) All Products [Smart],156.0,46.48,156.0
2021-07-25,Ladies Leather Jackets,135.0,45.27,135.0
2021-07-25,UK | Leather > General,139.0,45.15,139.0
2021-07-25,Mens Leather Jackets,110.0,31.16,110.0
2021-07-25,catch 1,89.0,19.39,89.0
2021-07-25,UK | Search | Ladies Leather Coat,22.0,10.23,22.0
2021-07-25,UK | Ashwood (General),5.0,1.73,5.0
2021-07-25,[VS] - Brand (Core) - [BM],3.0,0.38,3.0
2021-07-24,UK | DSA,185.0,65.06,185.0
2021-07-24,Luggage shop,181.0,56.12,181.0
2021-07-24,Ladies Leather Jackets,132.0,47.98,132.0
2021-07-24,UK | Search | Brand | Phrase,41.0,41.13,41.0
2021-07-24,Mens Leather Jackets,131.0,38.65,131.0
2021-07-24,UK | Leather > General,118.0,37.32,118.0
2021-07-24,[VS] - (SC) All Products [Smart],85.0,27.11,85.0
2021-07-24,catch 1,80.0,19.91,80.0
2021-07-24,UK | Search | Ladies Leather Coat,21.0,11.61,21.0
2021-07-24,UK | Ashwood (General),16.0,6.42,16.0
2021-07-24,[VS] - Brand (Core) - [BM],1.0,0.21,1.0
2021-07-24,[VS] - Leather (Gen) - [EM],1.0,0.18,1.0
2021-07-23,Luggage shop,134.0,42.11,134.0
2021-07-23,UK | DSA,102.0,38.55,102.0
2021-07-23,Ladies Leather Jackets,105.0,35.53,105.0
2021-07-23,UK | Search | Brand | Phrase,40.0,32.73,40.0
2021-07-23,UK | Leather > General,84.0,30.75,84.0
2021-07-23,[VS] - (SC) All Products [Smart],96.0,27.39,96.0
2021-07-23,catch 1,79.0,20.15,79.0
2021-07-23,Mens Leather Jackets,55.0,18.07,55.0
2021-07-23,UK | Search | Ladies Leather Coat,17.0,9.41,17.0
2021-07-23,UK | Ashwood (General),4.0,1.97,4.0
2021-07-23,[VS] - Leather (Gen) - [EM],2.0,0.86,2.0
2021-07-23,[VS] - Brand (Core) - [BM],1.0,0.65,1.0
2021-07-22,Ladies Leather Jackets,111.0,35.98,111.0
2021-07-22,UK | DSA,83.0,33.31,83.0
2021-07-22,Luggage shop,72.0,32.92,72.0
2021-07-22,UK | Search | Brand | Phrase,23.0,30.87,23.0
2021-07-22,UK | Leather > General,87.0,26.76,87.0
2021-07-22,[VS] - (SC) All Products [Smart],80.0,24.81,80.0
2021-07-22,Mens Leather Jackets,96.0,23.28,96.0
2021-07-22,catch 1,80.0,20.16,80.0
2021-07-22,UK | Search | Ladies Leather Coat,16.0,6.7,16.0
2021-07-22,UK | Ashwood (General),7.0,2.74,7.0
2021-07-22,[VS] - Brand (Core) - [BM],3.0,0.43,3.0
2021-07-22,[VS] - Leather (Gen) - [EM],1.0,0.42,1.0
2021-07-21,Luggage shop,111.0,50.1,111.0
2021-07-21,UK | Search | Brand | Phrase,37.0,31.22,37.0
2021-07-21,[VS] - (SC) All Products [Smart],91.0,25.86,91.0
2021-07-21,UK | DSA,84.0,25.34,84.0
2021-07-21,Mens Leather Jackets,96.0,23.93,96.0
2021-07-21,catch 1,77.0,20.19,77.0
2021-07-21,Ladies Leather Jackets,59.0,19.11,59.0
2021-07-21,UK | Leather > General,57.0,18.64,57.0
2021-07-21,UK | Search | Ladies Leather Coat,13.0,5.67,13.0
2021-07-21,UK | Ashwood (General),9.0,3.54,9.0
2021-07-21,[VS] - Brand (Core) - [BM],4.0,3.41,4.0
2021-07-21,[VS] - Leather (Gen) - [EM],1.0,0.36,1.0
2021-07-20,Luggage shop,141.0,57.77,141.0
2021-07-20,UK | DSA,98.0,38.72,98.0
2021-07-20,UK | Search | Brand | Phrase,44.0,36.55,44.0
2021-07-20,Mens Leather Jackets,89.0,24.73,89.0
2021-07-20,[VS] - (SC) All Products [Smart],72.0,22.73,72.0
2021-07-20,catch 1,76.0,20.02,76.0
2021-07-20,Ladies Leather Jackets,61.0,18.94,61.0
2021-07-20,UK | Leather > General,52.0,15.94,52.0
2021-07-20,UK | Ashwood (General),10.0,4.32,10.0
2021-07-20,UK | Search | Ladies Leather Coat,13.0,3.91,13.0
2021-07-20,[VS] - Brand (Core) - [BM],4.0,0.64,4.0
2021-07-19,Luggage shop,120.0,56.63,120.0
2021-07-19,UK | Search | Brand | Phrase,43.0,40.3,43.0
2021-07-19,UK | DSA,102.0,38.14,102.0
2021-07-19,Ladies Leather Jackets,84.0,30.89,84.0
2021-07-19,Mens Leather Jackets,96.0,29.65,96.0
2021-07-19,[VS] - (SC) All Products [Smart],69.0,22.47,69.0
2021-07-19,UK | Leather > General,52.0,18.96,52.0
2021-07-19,catch 1,74.0,18.72,74.0
2021-07-19,UK | Search | Ladies Leather Coat,12.0,7.35,12.0
2021-07-19,UK | Ashwood (General),3.0,1.6,3.0
2021-07-19,[VS] - Brand (Core) - [BM],1.0,0.75,1.0
2021-07-18,Luggage shop,152.0,63.8,152.0
2021-07-18,UK | Search | Brand | Phrase,51.0,59.21,51.0
2021-07-18,UK | DSA,115.0,40.72,115.0
2021-07-18,Mens Leather Jackets,113.0,39.88,113.0
2021-07-18,Ladies Leather Jackets,71.0,24.89,71.0
2021-07-18,[VS] - (SC) All Products [Smart],74.0,20.69,74.0
2021-07-18,catch 1,72.0,19.72,72.0
2021-07-18,UK | Leather > General,62.0,19.28,62.0
2021-07-18,UK | Ashwood (General),8.0,2.34,8.0
2021-07-18,UK | Search | Ladies Leather Coat,5.0,2.18,5.0
2021-07-18,[VS] - Leather (Gen) - [EM],1.0,0.88,1.0
2021-07-17,Luggage shop,410.0,162.61,410.0
2021-07-17,UK | DSA,97.0,40.44,97.0
2021-07-17,Mens Leather Jackets,139.0,37.51,139.0
2021-07-17,UK | Search | Brand | Phrase,38.0,35.51,38.0
2021-07-17,UK | Leather > General,93.0,31.35,93.0
2021-07-17,[VS] - (SC) All Products [Smart],70.0,24.34,70.0
2021-07-17,catch 1,72.0,20.14,72.0
2021-07-17,Ladies Leather Jackets,54.0,17.44,54.0
2021-07-17,UK | Search | Ladies Leather Coat,8.0,3.34,8.0
2021-07-17,UK | Ashwood (General),12.0,3.14,12.0
2021-07-16,Luggage shop,288.0,161.43,288.0
2021-07-16,Mens Leather Jackets,178.0,40.41,178.0
2021-07-16,UK | Search | Brand | Phrase,43.0,38.66,43.0
2021-07-16,UK | DSA,86.0,31.76,86.0
2021-07-16,[VS] - (SC) All Products [Smart],77.0,27.87,77.0
2021-07-16,UK | Leather > General,66.0,24.58,66.0
2021-07-16,catch 1,67.0,19.95,67.0
2021-07-16,Ladies Leather Jackets,44.0,13.99,44.0
2021-07-16,UK | Search | Ladies Leather Coat,13.0,4.93,13.0
2021-07-16,UK | Ashwood (General),5.0,2.03,5.0
2021-07-16,[VS] - Brand (Core) - [BM],1.0,0.51,1.0
2021-07-16,[VS] - Leather (Gen) - [EM],1.0,0.4,1.0
2021-07-15,Luggage shop,346.0,208.76,346.0
2021-07-15,Mens Leather Jackets,226.0,77.12,226.0
2021-07-15,[VS] - (SC) All Products [Smart],162.0,52.56,162.0
2021-07-15,UK | Leather > General,127.0,46.64,127.0
2021-07-15,UK | Search | Brand | Phrase,46.0,41.34,46.0
2021-07-15,UK | DSA,114.0,41.18,114.0
2021-07-15,Ladies Leather Jackets,62.0,21.3,62.0
2021-07-15,catch 1,64.0,20.19,64.0
2021-07-15,UK | Ashwood (General),6.0,2.38,6.0
2021-07-15,UK | Search | Ladies Leather Coat,4.0,1.23,4.0
2021-07-15,[VS] - Leather (Gen) - [EM],1.0,0.67,1.0
2021-07-14,Luggage shop,501.0,160.83,501.0
2021-07-14,[VS] - (SC) All Products [Smart],195.0,64.19,195.0
2021-07-14,UK | DSA,114.0,50.39,114.0
2021-07-14,Ladies Leather Jackets,118.0,44.8,118.0
2021-07-14,UK | Leather > General,113.0,44.29,113.0
2021-07-14,UK | Search | Brand | Phrase,36.0,35.4,36.0
2021-07-14,Mens Leather Jackets,121.0,23.44,121.0
2021-07-14,catch 1,20.0,21.13,20.0
2021-07-14,UK | Ashwood (General),12.0,4.98,12.0
2021-07-14,UK | Search | Ladies Leather Coat,7.0,2.68,7.0
2021-07-14,[VS] - (SC) Sheepskin Jackets [Smart],1.0,0.27,1.0
2021-07-14,[VS] - Brand (Core) - [BM],1.0,0.1,1.0
2021-07-13,Luggage shop,678.0,211.79,678.0
2021-07-13,Mens Leather Jackets,278.0,76.35,278.0
2021-07-13,[VS] - (SC) All Products [Smart],147.0,47.52,147.0
2021-07-13,Ladies Leather Jackets,121.0,47.27,121.0
2021-07-13,UK | Search | Brand | Phrase,45.0,41.36,45.0
2021-07-13,UK | Leather > General,104.0,40.97,104.0
2021-07-13,UK | DSA,99.0,40.78,99.0
2021-07-13,catch 1,23.0,25.73,23.0
2021-07-13,UK | Search | Ladies Leather Coat,6.0,1.85,6.0
2021-07-13,[VS] - Leather (Gen) - [EM],2.0,1.17,2.0
2021-07-13,UK | Ashwood (General),4.0,1.03,4.0
2021-07-13,[VS] - Brand (Core) - [BM],2.0,0.29,2.0
2021-07-12,Luggage shop,201.0,76.78,201.0
2021-07-12,Mens Leather Jackets,215.0,71.41,215.0
2021-07-12,[VS] - (SC) All Products [Smart],199.0,70.17,199.0
2021-07-12,Ladies Leather Jackets,156.0,66.99,156.0
2021-07-12,UK | Search | Brand | Phrase,50.0,40.88,50.0
2021-07-12,UK | Leather > General,119.0,39.0,119.0
2021-07-12,UK | DSA,88.0,28.01,88.0
2021-07-12,UK | Search | Ladies Leather Coat,9.0,8.1,9.0
2021-07-12,UK | Ashwood (General),15.0,3.08,15.0
2021-07-12,[VS] - Brand (Core) - [BM],4.0,0.98,4.0
2021-07-12,[VS] - Leather (Gen) - [EM],1.0,0.78,1.0
2021-07-11,[VS] - (SC) All Products [Smart],220.0,69.59,220.0
2021-07-11,Luggage shop,124.0,61.61,124.0
2021-07-11,UK | Leather > General,137.0,42.67,137.0
2021-07-11,UK | Search | Brand | Phrase,40.0,37.73,40.0
2021-07-11,UK | DSA,92.0,33.24,92.0
2021-07-11,Mens Leather Jackets,121.0,32.33,121.0
2021-07-11,Ladies Leather Jackets,63.0,28.33,63.0
2021-07-11,UK | Ashwood (General),10.0,4.26,10.0
2021-07-11,UK | Search | Ladies Leather Coat,8.0,3.3,8.0
2021-07-11,[VS] - Brand (Core) - [BM],4.0,2.69,4.0
2021-07-11,[VS] - Leather (Gen) - [EM],2.0,0.42,2.0
2021-07-10,[VS] - (SC) All Products [Smart],299.0,103.87,299.0
2021-07-10,UK | Leather > General,181.0,65.65,181.0
2021-07-10,UK | Search | Brand | Phrase,52.0,43.47,52.0
2021-07-10,UK | DSA,125.0,36.5,125.0
2021-07-10,Luggage shop,105.0,34.71,105.0
2021-07-10,Mens Leather Jackets,137.0,32.17,137.0
2021-07-10,UK | Search | Ladies Leather Coat,7.0,4.43,7.0
2021-07-10,UK | Ashwood (General),15.0,4.42,15.0
2021-07-10,[VS] - Leather (Gen) - [EM],2.0,1.15,2.0
2021-07-10,[VS] - Brand (Core) - [BM],3.0,0.83,3.0
2021-07-09,Ladies Leather Jackets,165.0,100.2,165.0
2021-07-09,[VS] - (SC) All Products [Smart],206.0,84.61,206.0
2021-07-09,Mens Leather Jackets,185.0,72.85,185.0
2021-07-09,Luggage shop,118.0,64.21,118.0
2021-07-09,UK | Leather > General,144.0,52.94,144.0
2021-07-09,UK | DSA,93.0,31.4,93.0
2021-07-09,UK | Search | Brand | Phrase,39.0,30.82,39.0
2021-07-09,UK | Ashwood (General),12.0,4.25,12.0
2021-07-09,[VS] - Brand (Core) - [BM],5.0,2.13,5.0
2021-07-09,[VS] - Leather (Gen) - [EM],5.0,1.63,5.0
2021-07-09,UK | Search | Ladies Leather Coat,3.0,0.41,3.0
2021-07-08,[VS] - (SC) All Products [Smart],499.0,224.25,499.0
2021-07-08,UK | Leather > General,129.0,46.27,129.0
2021-07-08,UK | DSA,102.0,34.98,102.0
2021-07-08,UK | Search | Brand | Phrase,41.0,34.54,41.0
2021-07-08,Mens Leather Jackets,111.0,19.92,111.0
2021-07-08,UK | Search | Ladies Leather Coat,13.0,5.0,13.0
2021-07-08,UK | Ashwood (General),13.0,4.42,13.0
2021-07-08,Luggage shop,15.0,4.33,15.0
2021-07-08,[VS] - Leather (Gen) - [EM],3.0,0.88,3.0
2021-07-08,[VS] - Brand (Core) - [BM],1.0,0.21,1.0
2021-07-08,Ladies Leather Jackets,3.0,0.18,3.0
2021-07-07,[VS] - (SC) All Products [Smart],657.0,309.15,657.0
2021-07-07,UK | DSA,150.0,59.58,150.0
2021-07-07,UK | Leather > General,128.0,43.33,128.0
2021-07-07,UK | Search | Brand | Phrase,36.0,23.14,36.0
2021-07-07,Mens Leather Jackets,138.0,22.35,138.0
2021-07-07,Luggage shop,29.0,8.23,29.0
2021-07-07,UK | Search | Ladies Leather Coat,9.0,4.54,9.0
2021-07-07,UK | Ashwood (General),11.0,3.66,11.0
2021-07-07,[VS] - Brand (Core) - [BM],3.0,1.48,3.0
2021-07-07,Ladies Leather Jackets,7.0,0.66,7.0
2021-07-06,[VS] - (SC) All Products [Smart],768.0,372.05,768.0
2021-07-06,UK | DSA,202.0,70.32,202.0
2021-07-06,UK | Leather > General,152.0,59.99,152.0
2021-07-06,UK | Search | Brand | Phrase,58.0,53.76,58.0
2021-07-06,Mens Leather Jackets,157.0,27.6,157.0
2021-07-06,Luggage shop,20.0,4.35,20.0
2021-07-06,UK | Ashwood (General),9.0,4.07,9.0
2021-07-06,UK | Search | Ladies Leather Coat,9.0,2.86,9.0
2021-07-06,[VS] - Brand (Core) - [BM],4.0,1.25,4.0
2021-07-06,Ladies Leather Jackets,12.0,0.66,12.0
2021-07-06,[VS] - Leather (Gen) - [EM],1.0,0.28,1.0
2021-07-05,[VS] - (SC) All Products [Smart],810.0,383.23,810.0
2021-07-05,UK | DSA,173.0,71.97,173.0
2021-07-05,UK | Search | Brand | Phrase,47.0,49.4,47.0
2021-07-05,UK | Leather > General,137.0,39.88,137.0
2021-07-05,Mens Leather Jackets,138.0,29.2,138.0
2021-07-05,Luggage shop,26.0,6.62,26.0
2021-07-05,UK | Search | Ladies Leather Coat,9.0,3.34,9.0
2021-07-05,UK | Ashwood (General),6.0,2.1,6.0
2021-07-05,Ladies Leather Jackets,11.0,1.71,11.0
2021-07-05,[VS] - Leather (Gen) - [EM],1.0,0.43,1.0
2021-07-05,[VS] - Brand (Core) - [BM],2.0,0.42,2.0
2021-07-04,[VS] - (SC) All Products [Smart],778.0,350.86,778.0
2021-07-04,UK | DSA,200.0,69.79,200.0
2021-07-04,UK | Search | Brand | Phrase,62.0,68.43,62.0
2021-07-04,UK | Leather > General,78.0,25.98,78.0
2021-07-04,Mens Leather Jackets,140.0,25.82,140.0
2021-07-04,UK | Search | Ladies Leather Coat,21.0,9.14,21.0
2021-07-04,Luggage shop,28.0,6.96,28.0
2021-07-04,[VS] - Brand (Core) - [BM],16.0,5.2,16.0
2021-07-04,UK | Ashwood (General),12.0,3.87,12.0
2021-07-04,Ladies Leather Jackets,17.0,2.04,17.0
2021-07-03,[VS] - (SC) All Products [Smart],717.0,320.92,717.0
2021-07-03,UK | DSA,163.0,46.69,163.0
2021-07-03,UK | Search | Brand | Phrase,43.0,39.29,43.0
2021-07-03,UK | Leather > General,86.0,24.45,86.0
2021-07-03,UK | Search | Ladies Leather Coat,21.0,7.3,21.0
2021-07-03,UK | Ashwood (General),9.0,3.52,9.0
2021-07-03,[VS] - Brand (Core) - [BM],9.0,3.44,9.0
2021-07-03,Luggage shop,21.0,3.19,21.0
2021-07-03,Mens Leather Jackets,26.0,3.02,26.0
2021-07-03,Ladies Leather Jackets,28.0,3.0,28.0
2021-07-02,[VS] - (SC) All Products [Smart],467.0,202.27,467.0
2021-07-02,UK | Search | Brand | Phrase,56.0,48.17,56.0
2021-07-02,UK | DSA,116.0,33.55,116.0
2021-07-02,UK | Leather > General,75.0,29.7,75.0
2021-07-02,Luggage shop,35.0,9.49,35.0
2021-07-02,UK | Search | Ladies Leather Coat,19.0,6.04,19.0
2021-07-02,[VS] - Brand (Core) - [BM],10.0,3.95,10.0
2021-07-02,UK | Ashwood (General),11.0,3.46,11.0
2021-07-02,Mens Leather Jackets,25.0,3.16,25.0
2021-07-02,Ladies Leather Jackets,10.0,1.23,10.0
2021-07-01,[VS] - (SC) All Products [Smart],356.0,132.71,356.0
2021-07-01,UK | DSA,95.0,29.23,95.0
2021-07-01,UK | Search | Brand | Phrase,38.0,24.97,38.0
2021-07-01,UK | Leather > General,55.0,21.67,55.0
2021-07-01,Luggage shop,24.0,9.45,24.0
2021-07-01,UK | Search | Ladies Leather Coat,14.0,6.17,14.0
2021-07-01,Mens Leather Jackets,32.0,4.29,32.0
2021-07-01,UK | Ashwood (General),7.0,1.83,7.0
2021-07-01,Ladies Leather Jackets,18.0,1.69,18.0
2021-07-01,[VS] - Leather (Gen) - [EM],3.0,1.42,3.0
2021-07-01,[VS] - Brand (Core) - [BM],4.0,0.93,4.0
2021-06-30,[VS] - (SC) All Products [Smart],298.0,111.71,298.0
2021-06-30,UK | DSA,111.0,41.8,111.0
2021-06-30,UK | Leather > General,87.0,38.11,87.0
2021-06-30,UK | Search | Brand | Phrase,42.0,33.68,42.0
2021-06-30,UK | Search | Ladies Leather Coat,30.0,11.71,30.0
2021-06-30,Luggage shop,13.0,6.78,13.0
2021-06-30,[VS] - Brand (Core) - [BM],4.0,3.53,4.0
2021-06-30,UK | Ashwood (General),9.0,2.73,9.0
2021-06-30,Mens Leather Jackets,20.0,2.32,20.0
2021-06-30,Ladies Leather Jackets,12.0,1.63,12.0
2021-06-30,[VS] - (SC) Sheepskin Jackets [Smart],5.0,1.54,5.0
2021-06-30,[VS] - Leather (Gen) - [EM],1.0,0.48,1.0
2021-06-29,[VS] - (SC) All Products [Smart],344.0,142.74,344.0
2021-06-29,UK | Leather > General,185.0,66.54,185.0
2021-06-29,UK | DSA,115.0,41.65,115.0
2021-06-29,UK | Search | Brand | Phrase,34.0,30.51,34.0
2021-06-29,[VS] - (SC) Sheepskin Jackets [Smart],13.0,4.17,13.0
2021-06-29,Ladies Leather Jackets,26.0,3.65,26.0
2021-06-29,UK | Ashwood (General),10.0,3.46,10.0
2021-06-29,[VS] - Brand (Core) - [BM],2.0,2.67,2.0
2021-06-29,Mens Leather Jackets,22.0,2.46,22.0
2021-06-29,Shop - catch all,5.0,1.5,5.0
2021-06-29,[VS] - Leather (Gen) - [EM],2.0,0.49,2.0
2021-06-29,UK | Search | Ladies Leather Coat,1.0,0.11,1.0
2021-06-28,[VS] - (SC) All Products [Smart],408.0,159.86,408.0
2021-06-28,UK | Leather > General,255.0,102.82,255.0
2021-06-28,UK | Search | Brand | Phrase,52.0,53.81,52.0
2021-06-28,UK | DSA,45.0,8.34,45.0
2021-06-28,[VS] - (SC) Sheepskin Jackets [Smart],25.0,8.14,25.0
2021-06-28,Shop - catch all,25.0,7.99,25.0
2021-06-28,UK | Ashwood (General),16.0,5.45,16.0
2021-06-28,Mens Leather Jackets,31.0,4.24,31.0
2021-06-28,UK | Search | Ladies Leather Coat,9.0,3.59,9.0
2021-06-28,Ladies Leather Jackets,9.0,2.57,9.0
2021-06-28,[VS] - Leather (Gen) - [EM],3.0,2.4,3.0
2021-06-28,[VS] - Brand (Core) - [BM],3.0,1.06,3.0
2021-06-27,[VS] - (SC) All Products [Smart],476.0,177.29,476.0
2021-06-27,UK | Leather > General,261.0,99.26,261.0
2021-06-27,UK | Search | Brand | Phrase,52.0,52.84,52.0
2021-06-27,[VS] - (SC) Sheepskin Jackets [Smart],31.0,11.42,31.0
2021-06-27,Shop - catch all,23.0,7.48,23.0
2021-06-27,UK | DSA,31.0,6.18,31.0
2021-06-27,Ladies Leather Jackets,18.0,4.45,18.0
2021-06-27,Mens Leather Jackets,31.0,4.43,31.0
2021-06-27,[VS] - Brand (Core) - [BM],6.0,2.43,6.0
2021-06-27,UK | Ashwood (General),5.0,1.55,5.0
2021-06-27,UK | Search | Ladies Leather Coat,5.0,1.11,5.0
2021-06-26,[VS] - (SC) All Products [Smart],526.0,198.53,526.0
2021-06-26,UK | Leather > General,182.0,68.9,182.0
2021-06-26,UK | Search | Brand | Phrase,35.0,47.83,35.0
2021-06-26,Shop - catch all,32.0,9.61,32.0
2021-06-26,[VS] - (SC) Sheepskin Jackets [Smart],23.0,9.46,23.0
2021-06-26,UK | DSA,33.0,5.37,33.0
2021-06-26,Mens Leather Jackets,30.0,4.17,30.0
2021-06-26,UK | Search | Ladies Leather Coat,13.0,3.9,13.0
2021-06-26,UK | Ashwood (General),15.0,3.75,15.0
2021-06-26,[VS] - Brand (Core) - [BM],4.0,1.51,4.0
2021-06-26,Ladies Leather Jackets,8.0,0.82,8.0
2021-06-26,[VS] - Leather (Gen) - [EM],1.0,0.25,1.0
2021-06-25,[VS] - (SC) All Products [Smart],464.0,192.51,464.0
2021-06-25,UK | Search | Brand | Phrase,39.0,50.85,39.0
2021-06-25,UK | Leather > General,126.0,46.11,126.0
2021-06-25,Shop - catch all,24.0,6.23,24.0
2021-06-25,UK | DSA,31.0,6.1,31.0
2021-06-25,[VS] - (SC) Sheepskin Jackets [Smart],22.0,6.08,22.0
2021-06-25,UK | Search | Ladies Leather Coat,13.0,4.18,13.0
2021-06-25,Mens Leather Jackets,18.0,3.61,18.0
2021-06-25,[VS] - Brand (Core) - [BM],7.0,2.56,7.0
2021-06-25,Ladies Leather Jackets,16.0,2.48,16.0
2021-06-25,UK | Ashwood (General),9.0,2.15,9.0
2021-06-24,[VS] - (SC) All Products [Smart],526.0,217.56,526.0
2021-06-24,UK | Search | Brand | Phrase,47.0,45.12,47.0
2021-06-24,UK | Leather > General,87.0,29.74,87.0
2021-06-24,Shop - catch all,25.0,11.65,25.0
2021-06-24,[VS] - Brand (Core) - [BM],8.0,7.92,8.0
2021-06-24,UK | Ashwood (General),18.0,7.06,18.0
2021-06-24,[VS] - (SC) Sheepskin Jackets [Smart],19.0,5.57,19.0
2021-06-24,UK | DSA,21.0,3.7,21.0
2021-06-24,UK | Search | Ladies Leather Coat,1.0,0.11,1.0
2021-06-23,[VS] - (SC) All Products [Smart],386.0,169.72,386.0
2021-06-23,UK | Search | Brand | Phrase,51.0,44.87,51.0
2021-06-23,UK | Leather > General,83.0,26.76,83.0
2021-06-23,Shop - catch all,31.0,11.62,31.0
2021-06-23,[VS] - (SC) Sheepskin Jackets [Smart],25.0,9.17,25.0
2021-06-23,UK | DSA,28.0,6.91,28.0
2021-06-23,UK | Ashwood (General),10.0,2.91,10.0
2021-06-23,UK | Search | Ladies Leather Coat,2.0,1.3,2.0
2021-06-23,[VS] - Brand (Core) - [BM],3.0,1.3,3.0
2021-06-22,[VS] - (SC) All Products [Smart],583.0,277.25,583.0
2021-06-22,UK | Search | Brand | Phrase,57.0,76.59,57.0
2021-06-22,Shop - catch all,50.0,18.21,50.0
2021-06-22,[VS] - (SC) Sheepskin Jackets [Smart],33.0,12.13,33.0
2021-06-22,UK | DSA,47.0,12.06,47.0
