date,Campaign,Interactions,Costs,Clicks
2023-10-22,UK | PMax | Ladies Leather Jackets > HP,113.0,33.66,69.0
2023-10-22,UK | Search | Brand | tROAS,52.0,30.35,52.0
2023-10-22,"UK | PMax | Man Bags, Briefcases > HP",56.0,18.54,52.0
2023-10-22,UK | DSA,22.0,11.95,22.0
2023-10-22,UK | Leather Bag > Broad,59.0,11.34,59.0
2023-10-22,UK | PMax | Mens Leather Jackets > HP,78.0,10.94,29.0
2023-10-22,UK | Ashwood (General),35.0,10.2,35.0
2023-10-22,UK | Leather Luggage | Broad,10.0,4.93,10.0
2023-10-22,UK | PMax | Zombie 6,17.0,3.8,14.0
2023-10-22,UK | Search | Ladies Leather Coat,6.0,2.13,6.0
2023-10-22,UK | PMax | Zombie 4,16.0,1.98,12.0
2023-10-22,UK | PMax | Zombie 7,6.0,1.76,4.0
2023-10-22,UK | PMax | Mens Winter Specials,17.0,1.11,4.0
2023-10-22,UK | PMax | Zombie 2,9.0,0.89,6.0
2023-10-22,UK | PMax | Zombie 5,9.0,0.87,7.0
2023-10-22,UK | PMax | Zombie 1,6.0,0.83,4.0
2023-10-22,Store Solihull - DO NOT Touch,58.0,0.04,
2023-10-21,UK | PMax | Catchall,888.0,351.12,878.0
2023-10-21,UK | PMax | High ROAS 3.5>,571.0,264.63,530.0
2023-10-21,UK | PMax | Deals for Her,364.0,202.81,354.0
2023-10-21,UK | PMax | Ladies Sheepskin Jackets > HP,282.0,76.37,196.0
2023-10-21,"UK | PMax | Luggage, Handbags, Purses",152.0,63.52,133.0
2023-10-21,UK | Leather > General,125.0,56.01,125.0
2023-10-21,UK | PMax | Mens Sheepskin Footwear,310.0,53.32,145.0
2023-10-21,UK | PMax | Holdalls > HP,212.0,51.45,99.0
2023-10-21,UK | PMax | Ladies Coats & Jackets > HP,237.0,49.77,92.0
2023-10-21,UK | PMax | Low ROAS <3.5,153.0,49.63,150.0
2023-10-21,EU | PMax | Catchall,192.0,43.41,192.0
2023-10-21,IRE | PMax | Catchall,270.0,42.82,176.0
2023-10-21,UK | PMax | Ladies Winter Specials,78.0,36.14,74.0
2023-10-21,UK | PMax | Ladies Leather Jackets > HP,99.0,24.36,58.0
2023-10-21,UK | Search | Brand | tROAS,50.0,20.51,50.0
2023-10-21,UK | PMax | Zombie 3,51.0,15.94,33.0
2023-10-21,UK | DSA,20.0,15.55,20.0
2023-10-21,UK | PMax | Mens Leather Jackets > HP,111.0,13.24,52.0
2023-10-21,UK | Ashwood (General),45.0,11.97,45.0
2023-10-21,UK | Leather Bag > Broad,40.0,8.53,40.0
2023-10-21,"UK | PMax | Man Bags, Briefcases > HP",10.0,4.73,8.0
2023-10-21,UK | PMax | Zombie 1,4.0,4.55,3.0
2023-10-21,UK | PMax | Mens Winter Specials,21.0,4.07,5.0
2023-10-21,UK | PMax | Zombie 4,8.0,3.16,5.0
2023-10-21,UK | PMax | Zombie 2,8.0,2.6,4.0
2023-10-21,UK | PMax | Zombie 5,6.0,1.69,3.0
2023-10-21,UK | Leather Luggage | Broad,3.0,1.35,3.0
2023-10-21,UK | Search | Ladies Leather Coat,3.0,1.0,3.0
2023-10-21,UK | PMax | Zombie 7,4.0,0.43,3.0
2023-10-21,Store Solihull - DO NOT Touch,139.0,0.29,
2023-10-21,UK | PMax | Zombie 6,4.0,0.11,1.0
2023-10-20,UK | PMax | High ROAS 3.5>,651.0,330.45,627.0
2023-10-20,UK | PMax | Catchall,568.0,222.68,564.0
2023-10-20,UK | PMax | Deals for Her,329.0,153.13,316.0
2023-10-20,"UK | PMax | Luggage, Handbags, Purses",176.0,101.18,169.0
2023-10-20,UK | PMax | Ladies Sheepskin Jackets > HP,378.0,80.3,201.0
2023-10-20,UK | PMax | Holdalls > HP,234.0,70.4,128.0
2023-10-20,UK | PMax | Mens Sheepskin Footwear,335.0,53.22,180.0
2023-10-20,UK | Leather > General,104.0,51.82,104.0
2023-10-20,UK | PMax | Ladies Winter Specials,100.0,48.32,82.0
2023-10-20,IRE | PMax | Catchall,234.0,46.25,186.0
2023-10-20,UK | PMax | Ladies Coats & Jackets > HP,251.0,42.63,72.0
2023-10-20,UK | PMax | Low ROAS <3.5,106.0,41.87,105.0
2023-10-20,EU | PMax | Catchall,163.0,33.73,163.0
2023-10-20,UK | Search | Brand | tROAS,58.0,22.11,58.0
2023-10-20,UK | PMax | Zombie 3,40.0,21.73,29.0
2023-10-20,UK | PMax | Ladies Leather Jackets > HP,82.0,20.14,68.0
2023-10-20,UK | Leather Bag > Broad,72.0,18.79,72.0
2023-10-20,UK | PMax | Mens Leather Jackets > HP,181.0,17.97,70.0
2023-10-20,UK | Leather Luggage | Broad,14.0,8.73,14.0
2023-10-20,UK | Ashwood (General),16.0,8.01,16.0
2023-10-20,UK | DSA,11.0,5.81,11.0
2023-10-20,"UK | PMax | Man Bags, Briefcases > HP",19.0,4.79,13.0
2023-10-20,UK | PMax | Zombie 4,8.0,2.03,6.0
2023-10-20,UK | PMax | Zombie 7,4.0,1.04,3.0
2023-10-20,UK | PMax | Zombie 6,6.0,0.89,3.0
2023-10-20,UK | Search | Ladies Leather Coat,1.0,0.32,1.0
2023-10-20,Store Solihull - DO NOT Touch,129.0,0.28,
2023-10-20,UK | PMax | Mens Winter Specials,12.0,0.01,
2023-10-20,UK | PMax | Zombie 5,1.0,0.0,
2023-10-19,UK | PMax | High ROAS 3.5>,544.0,265.71,528.0
2023-10-19,UK | PMax | Catchall,442.0,167.62,437.0
2023-10-19,UK | PMax | Ladies Winter Specials,261.0,145.88,220.0
2023-10-19,UK | PMax | Deals for Her,303.0,124.32,292.0
2023-10-19,UK | PMax | Ladies Sheepskin Jackets > HP,416.0,85.21,185.0
2023-10-19,UK | PMax | Mens Leather Jackets > HP,405.0,70.87,186.0
2023-10-19,UK | Leather > General,100.0,55.88,100.0
2023-10-19,EU | PMax | Catchall,227.0,55.0,227.0
2023-10-19,UK | PMax | Mens Sheepskin Footwear,362.0,51.29,237.0
2023-10-19,UK | PMax | Holdalls > HP,166.0,49.58,86.0
2023-10-19,IRE | PMax | Catchall,203.0,46.81,168.0
2023-10-19,"UK | PMax | Luggage, Handbags, Purses",84.0,34.41,70.0
2023-10-19,UK | PMax | Low ROAS <3.5,91.0,25.41,90.0
2023-10-19,UK | Search | Brand | tROAS,46.0,15.38,46.0
2023-10-19,UK | Leather Bag > Broad,48.0,9.75,48.0
2023-10-19,UK | PMax | Zombie 3,36.0,9.59,28.0
2023-10-19,UK | Leather Luggage | Broad,11.0,8.19,11.0
2023-10-19,UK | DSA,11.0,7.67,11.0
2023-10-19,UK | Ashwood (General),22.0,7.26,22.0
2023-10-19,UK | PMax | Ladies Leather Jackets > HP,44.0,6.33,31.0
2023-10-19,"UK | PMax | Man Bags, Briefcases > HP",22.0,5.6,19.0
2023-10-19,UK | PMax | Ladies Coats & Jackets > HP,58.0,1.69,3.0
2023-10-19,UK | PMax | Zombie 6,2.0,1.09,2.0
2023-10-19,UK | PMax | Zombie 4,2.0,0.51,2.0
2023-10-19,Store Solihull - DO NOT Touch,152.0,0.33,
2023-10-19,UK | PMax | Zombie 2,1.0,0.28,1.0
2023-10-19,UK | PMax | Mens Winter Specials,16.0,0.21,2.0
2023-10-19,UK | PMax | Zombie 7,3.0,0.21,1.0
2023-10-19,UK | PMax | Zombie 1,2.0,0.01,
2023-10-19,UK | PMax | Zombie 5,1.0,0.0,
2023-10-18,UK | PMax | High ROAS 3.5>,537.0,251.53,527.0
2023-10-18,UK | PMax | Ladies Winter Specials,302.0,133.64,235.0
2023-10-18,UK | PMax | Catchall,327.0,124.16,323.0
2023-10-18,UK | PMax | Deals for Her,210.0,84.51,201.0
2023-10-18,UK | PMax | Mens Leather Jackets > HP,304.0,80.71,185.0
2023-10-18,"UK | PMax | Luggage, Handbags, Purses",115.0,79.15,108.0
2023-10-18,UK | Leather > General,127.0,71.85,127.0
2023-10-18,UK | PMax | Mens Sheepskin Footwear,344.0,64.48,154.0
2023-10-18,IRE | PMax | Catchall,274.0,57.48,218.0
2023-10-18,EU | PMax | Catchall,194.0,50.26,194.0
2023-10-18,UK | PMax | Ladies Sheepskin Jackets > HP,428.0,47.14,107.0
2023-10-18,UK | PMax | Holdalls > HP,157.0,34.1,70.0
2023-10-18,UK | PMax | Low ROAS <3.5,112.0,23.04,112.0
2023-10-18,UK | PMax | Zombie 3,56.0,18.96,52.0
2023-10-18,UK | Leather Bag > Broad,56.0,17.5,56.0
2023-10-18,UK | Ashwood (General),27.0,15.86,27.0
2023-10-18,UK | PMax | Ladies Leather Jackets > HP,57.0,15.81,43.0
2023-10-18,"UK | PMax | Man Bags, Briefcases > HP",40.0,14.28,33.0
2023-10-18,UK | DSA,21.0,11.01,21.0
2023-10-18,UK | Search | Brand | tROAS,44.0,9.38,44.0
2023-10-18,UK | Leather Luggage | Broad,5.0,5.32,5.0
2023-10-18,UK | PMax | Zombie 1,3.0,1.71,2.0
2023-10-18,UK | PMax | Zombie 7,5.0,1.1,5.0
2023-10-18,UK | PMax | Zombie 2,3.0,0.6,3.0
2023-10-18,UK | PMax | Zombie 4,5.0,0.49,4.0
2023-10-18,UK | Search | Ladies Leather Coat,1.0,0.36,1.0
2023-10-18,Store Solihull - DO NOT Touch,125.0,0.28,
2023-10-18,UK | PMax | Zombie 6,2.0,0.14,1.0
2023-10-18,UK | PMax | Mens Winter Specials,7.0,0.0,
2023-10-17,UK | PMax | High ROAS 3.5>,432.0,227.26,429.0
2023-10-17,UK | PMax | Catchall,376.0,144.21,376.0
2023-10-17,UK | PMax | Ladies Winter Specials,250.0,132.24,193.0
2023-10-17,UK | Leather > General,176.0,105.01,176.0
2023-10-17,UK | PMax | Deals for Her,179.0,80.15,173.0
2023-10-17,IRE | PMax | Catchall,345.0,76.12,289.0
2023-10-17,UK | PMax | Mens Leather Jackets > HP,326.0,75.1,189.0
2023-10-17,UK | PMax | Ladies Sheepskin Jackets > HP,511.0,59.03,122.0
2023-10-17,UK | PMax | Ladies Leather Jackets > HP,102.0,41.53,87.0
2023-10-17,"UK | PMax | Man Bags, Briefcases > HP",167.0,40.94,83.0
2023-10-17,UK | PMax | Holdalls > HP,174.0,38.55,69.0
2023-10-17,"UK | PMax | Luggage, Handbags, Purses",80.0,33.74,73.0
2023-10-17,UK | PMax | Mens Sheepskin Footwear,232.0,32.91,63.0
2023-10-17,UK | PMax | Low ROAS <3.5,164.0,24.15,163.0
2023-10-17,UK | PMax | Zombie 3,51.0,18.35,47.0
2023-10-17,EU | PMax | Catchall,85.0,15.88,85.0
2023-10-17,UK | DSA,23.0,9.32,23.0
2023-10-17,UK | Search | Brand | tROAS,31.0,7.34,31.0
2023-10-17,UK | Leather Bag > Broad,42.0,6.58,42.0
2023-10-17,UK | Ashwood (General),18.0,5.51,18.0
2023-10-17,UK | Leather Luggage | Broad,6.0,2.94,6.0
2023-10-17,UK | PMax | Zombie 4,3.0,0.57,2.0
2023-10-17,Store Solihull - DO NOT Touch,114.0,0.17,
2023-10-17,UK | PMax | Zombie 7,1.0,0.02,1.0
2023-10-17,UK | PMax | Zombie 1,3.0,0.02,
2023-10-17,UK | PMax | Mens Winter Specials,5.0,0.01,
2023-10-17,UK | PMax | Zombie 5,1.0,0.0,
2023-10-16,UK | PMax | Catchall,596.0,260.89,595.0
2023-10-16,UK | PMax | High ROAS 3.5>,370.0,163.25,368.0
2023-10-16,IRE | PMax | Catchall,667.0,137.56,541.0
2023-10-16,UK | PMax | Mens Leather Jackets > HP,373.0,121.06,257.0
2023-10-16,UK | PMax | Low ROAS <3.5,254.0,105.18,254.0
2023-10-16,UK | PMax | Ladies Leather Jackets > HP,208.0,98.55,191.0
2023-10-16,UK | PMax | Deals for Her,240.0,95.64,232.0
2023-10-16,UK | PMax | Mens Sheepskin Footwear,230.0,62.25,113.0
2023-10-16,"UK | PMax | Luggage, Handbags, Purses",90.0,61.87,84.0
2023-10-16,"UK | PMax | Man Bags, Briefcases > HP",211.0,59.61,129.0
2023-10-16,UK | PMax | Ladies Sheepskin Jackets > HP,422.0,42.83,95.0
2023-10-16,UK | Leather > General,84.0,42.23,84.0
2023-10-16,UK | PMax | Ladies Winter Specials,134.0,34.22,61.0
2023-10-16,UK | PMax | Holdalls > HP,97.0,22.26,31.0
2023-10-16,UK | Search | Brand | tROAS,32.0,16.0,32.0
2023-10-16,UK | PMax | Zombie 3,30.0,14.2,23.0
2023-10-16,UK | DSA,18.0,7.68,18.0
2023-10-16,UK | Leather Bag > Broad,43.0,7.48,43.0
2023-10-16,UK | PMax | Zombie 7,9.0,5.84,9.0
2023-10-16,UK | PMax | Zombie 2,10.0,5.81,10.0
2023-10-16,UK | PMax | Mens Winter Specials,94.0,5.52,47.0
2023-10-16,UK | Ashwood (General),10.0,4.67,10.0
2023-10-16,UK | Leather Luggage | Broad,6.0,2.57,6.0
2023-10-16,UK | PMax | Zombie 4,10.0,1.64,5.0
2023-10-16,UK | PMax | Zombie 5,8.0,1.33,5.0
2023-10-16,Store Solihull - DO NOT Touch,213.0,0.39,
2023-10-16,UK | Search | Ladies Leather Coat,1.0,0.33,1.0
2023-10-16,UK | PMax | Zombie 6,3.0,0.03,1.0
2023-10-16,UK | PMax | Zombie 1,2.0,0.02,1.0
2023-10-15,UK | PMax | Catchall,966.0,509.56,964.0
2023-10-15,UK | PMax | Low ROAS <3.5,642.0,428.26,640.0
2023-10-15,UK | PMax | High ROAS 3.5>,452.0,250.43,439.0
2023-10-15,IRE | PMax | Catchall,812.0,192.11,664.0
2023-10-15,UK | PMax | Mens Leather Jackets > HP,324.0,128.99,215.0
2023-10-15,UK | PMax | Deals for Her,207.0,114.33,202.0
2023-10-15,UK | PMax | Ladies Leather Jackets > HP,158.0,80.41,151.0
2023-10-15,UK | Leather > General,128.0,64.31,128.0
2023-10-15,UK | PMax | Ladies Sheepskin Jackets > HP,816.0,51.54,93.0
2023-10-15,UK | Search | Brand | tROAS,78.0,46.3,78.0
2023-10-15,"UK | PMax | Man Bags, Briefcases > HP",191.0,43.96,90.0
2023-10-15,UK | PMax | Mens Sheepskin Footwear,264.0,43.3,80.0
2023-10-15,"UK | PMax | Luggage, Handbags, Purses",88.0,42.75,75.0
2023-10-15,UK | PMax | Ladies Winter Specials,185.0,40.0,47.0
2023-10-15,UK | PMax | Holdalls > HP,133.0,31.54,29.0
2023-10-15,UK | PMax | Mens Winter Specials,374.0,28.81,187.0
2023-10-15,UK | PMax | Zombie 1,27.0,16.21,27.0
2023-10-15,UK | PMax | Zombie 7,33.0,10.57,25.0
2023-10-15,UK | PMax | Zombie 4,31.0,9.96,17.0
2023-10-15,UK | PMax | Zombie 6,21.0,9.87,21.0
2023-10-15,UK | Leather Bag > Broad,57.0,9.59,57.0
2023-10-15,UK | PMax | Zombie 2,31.0,9.48,25.0
2023-10-15,UK | PMax | Zombie 5,22.0,9.06,18.0
2023-10-15,UK | DSA,16.0,8.2,16.0
2023-10-15,UK | Ashwood (General),23.0,7.4,23.0
2023-10-15,UK | PMax | Zombie 3,34.0,6.81,17.0
2023-10-15,UK | Leather Luggage | Broad,6.0,2.96,6.0
2023-10-15,UK | Search | Ladies Leather Coat,2.0,0.54,2.0
2023-10-15,Store Solihull - DO NOT Touch,70.0,0.05,
2023-10-14,UK | PMax | Catchall,667.0,349.88,665.0
2023-10-14,UK | PMax | Low ROAS <3.5,426.0,225.16,416.0
2023-10-14,UK | PMax | High ROAS 3.5>,368.0,199.14,349.0
2023-10-14,UK | PMax | Mens Leather Jackets > HP,433.0,188.82,301.0
2023-10-14,IRE | PMax | Catchall,694.0,163.62,553.0
2023-10-14,UK | PMax | Deals for Her,298.0,131.86,287.0
2023-10-14,UK | PMax | Ladies Sheepskin Jackets > HP,345.0,90.73,100.0
2023-10-14,UK | PMax | Mens Sheepskin Footwear,209.0,89.28,111.0
2023-10-14,"UK | PMax | Man Bags, Briefcases > HP",252.0,80.11,125.0
2023-10-14,UK | PMax | Ladies Leather Jackets > HP,174.0,79.03,150.0
2023-10-14,UK | PMax | Holdalls > HP,275.0,56.3,38.0
2023-10-14,"UK | PMax | Luggage, Handbags, Purses",117.0,50.13,102.0
2023-10-14,UK | Leather > General,83.0,36.9,83.0
2023-10-14,UK | Search | Brand | tROAS,49.0,22.21,49.0
2023-10-14,UK | PMax | Zombie 6,38.0,19.54,36.0
2023-10-14,UK | PMax | Zombie 4,53.0,19.23,42.0
2023-10-14,UK | PMax | Zombie 3,45.0,18.01,39.0
2023-10-14,UK | Ashwood (General),21.0,14.7,21.0
2023-10-14,UK | PMax | Zombie 2,37.0,14.63,35.0
2023-10-14,UK | PMax | Mens Winter Specials,262.0,13.41,36.0
2023-10-14,UK | PMax | Zombie 1,25.0,12.6,19.0
2023-10-14,UK | PMax | Zombie 7,40.0,11.82,36.0
2023-10-14,UK | PMax | Zombie 5,33.0,11.76,29.0
2023-10-14,UK | Leather Bag > Broad,55.0,9.55,55.0
2023-10-14,UK | DSA,9.0,9.52,9.0
2023-10-14,UK | Leather Luggage | Broad,9.0,7.41,9.0
2023-10-14,UK | PMax | Ladies Winter Specials,229.0,2.6,5.0
2023-10-14,UK | Search | Ladies Leather Coat,5.0,1.29,5.0
2023-10-14,Store Solihull - DO NOT Touch,214.0,0.56,
2023-10-13,UK | PMax | Catchall,888.0,507.46,883.0
2023-10-13,UK | PMax | Low ROAS <3.5,460.0,217.86,450.0
2023-10-13,UK | PMax | High ROAS 3.5>,355.0,164.65,347.0
2023-10-13,IRE | PMax | Catchall,697.0,161.27,538.0
2023-10-13,UK | PMax | Mens Leather Jackets > HP,754.0,159.44,278.0
2023-10-13,UK | PMax | Deals for Her,248.0,119.73,241.0
2023-10-13,UK | PMax | Ladies Winter Specials,298.0,70.44,83.0
2023-10-13,"UK | PMax | Luggage, Handbags, Purses",112.0,46.31,98.0
2023-10-13,UK | Leather > General,84.0,43.86,84.0
2023-10-13,UK | PMax | Deals for Him,96.0,24.15,91.0
2023-10-13,"UK | PMax | Man Bags, Briefcases > HP",111.0,21.02,44.0
2023-10-13,UK | Search | Brand | tROAS,36.0,17.85,36.0
2023-10-13,UK | PMax | Ladies Leather Jackets > HP,133.0,17.21,58.0
2023-10-13,UK | PMax | Mens Winter Specials,107.0,17.04,42.0
2023-10-13,UK | Leather Bag > Broad,49.0,15.31,49.0
2023-10-13,UK | DSA,26.0,13.53,26.0
2023-10-13,UK | PMax | Mens Sheepskin Footwear,41.0,13.26,25.0
2023-10-13,UK | PMax | Holdalls > HP,75.0,11.12,11.0
2023-10-13,UK | PMax | Ladies Sheepskin Jackets > HP,65.0,10.48,26.0
2023-10-13,UK | Ashwood (General),32.0,9.84,32.0
2023-10-13,UK | PMax | Zombie 2,9.0,3.79,6.0
2023-10-13,UK | Leather Luggage | Broad,5.0,3.66,5.0
2023-10-13,UK | PMax | Zombie 7,9.0,3.11,5.0
2023-10-13,UK | PMax | Zombie 5,6.0,2.56,6.0
2023-10-13,UK | PMax | Zombie 3,18.0,2.51,8.0
2023-10-13,UK | PMax | Zombie 4,10.0,1.11,4.0
2023-10-13,UK | PMax | Zombie 6,3.0,0.92,2.0
2023-10-13,UK | PMax | Zombie 1,4.0,0.63,2.0
2023-10-13,Store Solihull - DO NOT Touch,127.0,0.27,
2023-10-12,UK | PMax | Catchall,893.0,424.51,868.0
2023-10-12,UK | PMax | High ROAS 3.5>,462.0,236.17,439.0
2023-10-12,UK | PMax | Low ROAS <3.5,505.0,231.84,490.0
2023-10-12,UK | PMax | Mens Leather Jackets > HP,1293.0,172.59,226.0
2023-10-12,IRE | PMax | Catchall,606.0,142.8,490.0
2023-10-12,UK | Search | Brand | tROAS,109.0,137.28,109.0
2023-10-12,UK | PMax | Deals for Her,245.0,107.44,225.0
2023-10-12,UK | PMax | Deals for Him,294.0,69.79,281.0
2023-10-12,UK | Leather > General,121.0,68.94,121.0
2023-10-12,UK | PMax | Ladies Leather Jackets > HP,183.0,58.82,127.0
2023-10-12,"UK | PMax | Luggage, Handbags, Purses",122.0,38.34,87.0
2023-10-12,UK | DSA,27.0,19.04,27.0
2023-10-12,UK | Ashwood (General),29.0,11.21,29.0
2023-10-12,UK | PMax | Ladies Winter Specials,77.0,8.55,14.0
2023-10-12,UK | Leather Bag > Broad,30.0,6.68,30.0
2023-10-12,UK | Leather Luggage | Broad,3.0,0.96,3.0
2023-10-12,Store Solihull - DO NOT Touch,142.0,0.27,
2023-10-11,UK | PMax | Catchall,1008.0,534.61,969.0
2023-10-11,UK | PMax | Low ROAS <3.5,544.0,285.01,530.0
2023-10-11,UK | PMax | High ROAS 3.5>,352.0,151.79,327.0
2023-10-11,UK | PMax | Mens Leather Jackets > HP,913.0,151.57,208.0
2023-10-11,IRE | PMax | Catchall,578.0,112.95,467.0
2023-10-11,UK | Search | Brand | tROAS,86.0,100.0,86.0
2023-10-11,UK | PMax | Deals for Him,379.0,97.75,368.0
2023-10-11,UK | PMax | Ladies Leather Jackets > HP,237.0,92.23,169.0
2023-10-11,UK | PMax | Deals for Her,178.0,79.23,153.0
2023-10-11,"UK | PMax | Luggage, Handbags, Purses",118.0,51.46,84.0
2023-10-11,UK | Leather > General,88.0,46.47,88.0
2023-10-11,UK | DSA,32.0,18.88,32.0
2023-10-11,UK | Leather Bag > Broad,46.0,15.83,46.0
2023-10-11,UK | Ashwood (General),22.0,7.36,22.0
2023-10-11,UK | Leather Luggage | Broad,4.0,2.19,4.0
2023-10-11,UK | Search | Ladies Leather Coat,2.0,0.53,2.0
2023-10-11,Store Solihull - DO NOT Touch,161.0,0.28,
2023-10-10,UK | PMax | Catchall,870.0,413.92,849.0
2023-10-10,UK | PMax | Low ROAS <3.5,451.0,177.42,442.0
2023-10-10,UK | PMax | Mens Leather Jackets > HP,510.0,155.94,245.0
2023-10-10,IRE | PMax | Catchall,454.0,114.19,393.0
2023-10-10,UK | PMax | High ROAS 3.5>,289.0,105.38,258.0
2023-10-10,UK | Search | Brand | tROAS,67.0,100.0,67.0
2023-10-10,UK | PMax | Ladies Leather Jackets > HP,226.0,99.13,168.0
2023-10-10,UK | PMax | Deals for Her,202.0,83.27,183.0
2023-10-10,UK | PMax | Deals for Him,650.0,80.15,629.0
2023-10-10,"UK | PMax | Luggage, Handbags, Purses",95.0,55.61,68.0
2023-10-10,UK | Leather > General,54.0,21.54,54.0
2023-10-10,UK | DSA,31.0,20.78,31.0
2023-10-10,UK | Leather Bag > Broad,39.0,9.88,39.0
2023-10-10,UK | Ashwood (General),16.0,5.78,16.0
2023-10-10,UK | Leather Luggage | Broad,6.0,3.51,6.0
2023-10-10,UK | Search | Ladies Leather Coat,1.0,1.05,1.0
2023-10-10,Store Solihull - DO NOT Touch,123.0,0.15,
2023-10-09,UK | PMax | Catchall,605.0,258.59,588.0
2023-10-09,UK | PMax | Low ROAS <3.5,368.0,176.83,361.0
2023-10-09,UK | PMax | Deals for Her,300.0,134.96,284.0
2023-10-09,IRE | PMax | Catchall,506.0,122.42,438.0
2023-10-09,UK | PMax | High ROAS 3.5>,301.0,119.96,268.0
2023-10-09,UK | PMax | Mens Leather Jackets > HP,391.0,102.34,170.0
2023-10-09,UK | PMax | Deals for Him,690.0,94.87,672.0
2023-10-09,"UK | PMax | Luggage, Handbags, Purses",132.0,45.76,97.0
2023-10-09,UK | Leather > General,51.0,30.38,51.0
2023-10-09,UK | DSA,36.0,19.1,36.0
2023-10-09,UK | PMax | Ladies Leather Jackets > HP,74.0,16.35,35.0
2023-10-09,UK | Search | Brand | tROAS,32.0,13.81,32.0
2023-10-09,UK | Leather Luggage | Broad,13.0,6.41,13.0
2023-10-09,UK | Leather Bag > Broad,38.0,5.98,38.0
2023-10-09,Store Solihull - DO NOT Touch,1058.0,4.82,
2023-10-09,UK | Ashwood (General),19.0,4.11,19.0
2023-10-08,UK | PMax | Catchall,676.0,285.97,659.0
2023-10-08,IRE | PMax | Catchall,668.0,179.08,578.0
2023-10-08,UK | PMax | Mens Leather Jackets > HP,473.0,136.9,221.0
2023-10-08,UK | PMax | Deals for Her,332.0,135.27,308.0
2023-10-08,UK | PMax | Low ROAS <3.5,277.0,135.05,271.0
2023-10-08,UK | PMax | High ROAS 3.5>,295.0,117.02,258.0
2023-10-08,UK | PMax | Deals for Him,359.0,75.15,329.0
2023-10-08,UK | Leather > General,121.0,65.8,121.0
2023-10-08,"UK | PMax | Luggage, Handbags, Purses",115.0,40.75,73.0
2023-10-08,UK | PMax | Ladies Leather Jackets > HP,88.0,35.49,60.0
2023-10-08,UK | Search | Brand | tROAS,45.0,25.31,45.0
2023-10-08,UK | DSA,32.0,19.99,32.0
2023-10-08,UK | Leather Bag > Broad,53.0,13.74,53.0
2023-10-08,UK | Ashwood (General),34.0,10.56,34.0
2023-10-08,UK | Leather Luggage | Broad,11.0,5.82,11.0
2023-10-08,Store Solihull - DO NOT Touch,1564.0,4.4,
2023-10-08,UK | Search | Ladies Leather Coat,4.0,1.12,4.0
2023-10-07,UK | PMax | Catchall,686.0,332.46,672.0
2023-10-07,IRE | PMax | Catchall,610.0,164.73,547.0
2023-10-07,UK | PMax | Mens Leather Jackets > HP,543.0,136.72,242.0
2023-10-07,UK | PMax | Deals for Her,336.0,129.67,311.0
2023-10-07,UK | PMax | Low ROAS <3.5,242.0,113.54,234.0
2023-10-07,UK | PMax | High ROAS 3.5>,277.0,96.0,251.0
2023-10-07,"UK | PMax | Luggage, Handbags, Purses",173.0,62.4,128.0
2023-10-07,UK | PMax | Deals for Him,302.0,61.87,281.0
2023-10-07,UK | Leather > General,115.0,56.39,115.0
2023-10-07,UK | PMax | Ladies Leather Jackets > HP,121.0,54.67,98.0
2023-10-07,UK | DSA,31.0,20.68,31.0
2023-10-07,UK | Ashwood (General),34.0,9.88,34.0
2023-10-07,UK | Leather Bag > Broad,43.0,8.08,43.0
2023-10-07,UK | Search | Brand | tROAS,32.0,5.74,32.0
2023-10-07,UK | Leather Luggage | Broad,6.0,3.56,6.0
2023-10-07,Store Solihull - DO NOT Touch,1166.0,2.54,
2023-10-07,UK | Search | Ladies Leather Coat,5.0,1.31,5.0
2023-10-06,UK | PMax | Catchall,417.0,192.84,400.0
2023-10-06,UK | PMax | Low ROAS <3.5,325.0,151.85,323.0
2023-10-06,IRE | PMax | Catchall,399.0,106.04,343.0
2023-10-06,UK | PMax | Mens Leather Jackets > HP,485.0,95.89,164.0
2023-10-06,UK | PMax | High ROAS 3.5>,228.0,93.54,198.0
2023-10-06,UK | PMax | Deals for Her,283.0,91.63,262.0
2023-10-06,UK | PMax | Deals for Him,301.0,51.5,286.0
2023-10-06,UK | Search | Brand | tROAS,44.0,38.57,44.0
2023-10-06,UK | PMax | Ladies Leather Jackets > HP,89.0,36.66,63.0
2023-10-06,UK | Leather > General,56.0,30.23,56.0
2023-10-06,"UK | PMax | Luggage, Handbags, Purses",131.0,27.04,73.0
2023-10-06,UK | Leather Bag > Broad,53.0,10.81,53.0
2023-10-06,UK | Leather Luggage | Broad,12.0,6.5,12.0
2023-10-06,UK | Ashwood (General),19.0,5.96,19.0
2023-10-06,UK | DSA,7.0,3.65,7.0
2023-10-06,Store Solihull - DO NOT Touch,16.0,2.99,3.0
2023-10-06,UK | Search | Ladies Leather Coat,1.0,0.44,1.0
2023-10-05,UK | PMax | Catchall,473.0,187.88,461.0
2023-10-05,UK | PMax | Low ROAS <3.5,295.0,129.82,289.0
2023-10-05,IRE | PMax | Catchall,549.0,126.36,479.0
2023-10-05,UK | PMax | Mens Leather Jackets > HP,538.0,94.06,165.0
2023-10-05,UK | PMax | Deals for Her,236.0,79.18,214.0
2023-10-05,UK | PMax | High ROAS 3.5>,171.0,56.17,138.0
2023-10-05,UK | PMax | Deals for Him,270.0,47.82,257.0
