Top vs. Other,Keyword status,Keyword,Match type,Campaign,Ad group,Status,Status reasons,Currency code,Max. CPC,Final URL,Mobile final URL,Impr.,Interactions,Interaction rate,Avg. cost,Cost,Conv. value / click,Conv. value (by conv. time),Clicks,Conv. rate,Conv. value,Conv. value / cost,Conversions,Avg. CPC,Cost / conv.
Search partners,Enabled,uk leather jackets,Broad match,UK | Leather > General,Leather Jackets (Ladies) [BM],Eligible,,GBP, --,,,6,0,0.00%,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Search partners,Enabled,black leather blazer,Broad match,UK | Leather > General,Leather Coats [BM],Not eligible,ad group paused,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google Display Network,Enabled,ladies black leather jackets,Broad match,UK | Leather > General,Leather Coats [BM],Not eligible,ad group paused,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Cross-network,Enabled,leather tan jacket,Broad match,UK | Leather > General,Leather Coats [BM],Not eligible,ad group paused,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google search: Top,Enabled,cropped leather jackets,Broad match,UK | Leather > General,Leather Coats [BM],Not eligible,ad group paused,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google search: Top,Enabled,leather jacket oversized,Broad match,UK | Leather > General,Leather Coats [BM],Not eligible,ad group paused,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Search partners,Enabled,leather blazer women,Broad match,UK | Leather > General,Leather Coats [BM],Not eligible,ad group paused,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google search: Top,Enabled,brown leather blazer,Broad match,UK | Leather > General,Leather Coats [BM],Not eligible,ad group paused,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google search: Top,Enabled,leather coat with fur trim,Broad match,UK | Leather > General,Leather Coats [BM],Not eligible,ad group paused,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Search partners,Enabled,leather coat with fur trim,Broad match,UK | Leather > General,Leather Coats [BM],Not eligible,ad group paused,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google Display Network,Enabled,oversize biker jacket,Broad match,UK | Leather > General,Leather Coats [BM],Not eligible,ad group paused,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Search partners,Enabled,leather man jackets,Broad match,UK | Leather > General,Leather Coats [BM],Not eligible,ad group paused,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Search partners: Top,Enabled,cream leather jacket,Broad match,UK | Leather > General,Leather Coats [BM],Not eligible,ad group paused,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Search partners,Enabled,cream leather jacket,Broad match,UK | Leather > General,Leather Coats [BM],Not eligible,ad group paused,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google search: Top,Enabled,grey leather jacket,Broad match,UK | Leather > General,Leather Coats [BM],Not eligible,ad group paused,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google Display Network,Enabled,leather coats,Broad match,UK | Leather > General,Leather Coats [BM],Not eligible,ad group paused,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Search partners: Top,Enabled,brown leather coat,Broad match,UK | Leather > General,Leather Coats [BM],Not eligible,ad group paused,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google search: Other,Enabled,oversize biker jacket,Broad match,UK | Leather > General,Leather Coats [BM],Not eligible,ad group paused,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Search partners: Top,Enabled,leather coat women,Broad match,UK | Leather > General,Leather Coats [BM],Not eligible,ad group paused,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google search: Top,Enabled,long line leather jacket,Broad match,UK | Leather > General,Leather Coats [BM],Not eligible,ad group paused,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google Display Network,Enabled,cropped leather jackets,Broad match,UK | Leather > General,Leather Coats [BM],Not eligible,ad group paused,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google search: Top,Enabled,green leather jackets,Broad match,UK | Leather > General,Leather Coats [BM],Not eligible,ad group paused,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google search: Other,Enabled,green leather jackets,Broad match,UK | Leather > General,Leather Coats [BM],Not eligible,ad group paused,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google search: Other,Enabled,black leather blazer womens,Broad match,UK | Leather > General,Leather Coats [BM],Not eligible,ad group paused,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Search partners,Enabled,black leather blazer womens,Broad match,UK | Leather > General,Leather Coats [BM],Not eligible,ad group paused,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google search: Top,Enabled,cream leather jacket,Broad match,UK | Leather > General,Leather Coats [BM],Not eligible,ad group paused,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google search: Other,Enabled,cream leather jacket,Broad match,UK | Leather > General,Leather Coats [BM],Not eligible,ad group paused,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Cross-network,Enabled,leather collarless jacket,Broad match,UK | Leather > General,Leather Coats [BM],Not eligible,ad group paused,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Search partners,Enabled,leather blazer men,Broad match,UK | Leather > General,Leather Coats [BM],Not eligible,ad group paused,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Cross-network,Enabled,leather jacket sale,Broad match,UK | Leather > General,Leather Coats [BM],Not eligible,ad group paused,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Cross-network,Enabled,ladies biker jacket,Broad match,UK | Leather > General,Leather Coats [BM],Not eligible,ad group paused,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Cross-network,Enabled,leather trench coat womens,Broad match,UK | Leather > General,Leather Coats [BM],Not eligible,ad group paused,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google Display Network,Enabled,leather biker jacket ladies,Broad match,UK | Leather > General,Leather Coats [BM],Not eligible,ad group paused,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google search: Top,Enabled,leather jacket long,Broad match,UK | Leather > General,Leather Coats [BM],Not eligible,ad group paused,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Search partners: Top,Enabled,leather coats for men,Broad match,UK | Leather > General,Leather Coats [BM],Not eligible,ad group paused,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google search: Other,Enabled,biker coat,Broad match,UK | Leather > General,Leather Coats [BM],Not eligible,ad group paused,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google Display Network,Enabled,biker coat,Broad match,UK | Leather > General,Leather Coats [BM],Not eligible,ad group paused,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Search partners: Top,Enabled,biker coat,Broad match,UK | Leather > General,Leather Coats [BM],Not eligible,ad group paused,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google Display Network,Enabled,leather brown jackets,Broad match,UK | Leather > General,Leather Coats [BM],Not eligible,ad group paused,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google search: Top,Enabled,sheep skin coat,Broad match,UK | Leather > General,Leather Coats [BM],Not eligible,ad group paused,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google search: Other,Enabled,buy ladies leather jacket,Broad match,UK | Leather > General,Leather Jackets (Womens) - [BM],Not eligible,ad group removed,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google Display Network,Enabled,buy ladies leather jacket,Broad match,UK | Leather > General,Leather Jackets (Womens) - [BM],Not eligible,ad group removed,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Cross-network,Enabled,leather man jackets,Broad match,UK | Leather > General,Leather Coats [BM],Not eligible,ad group paused,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google search: Top,Enabled,leather trench coat mens,Broad match,UK | Leather > General,Leather Coats [BM],Not eligible,ad group paused,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google search: Other,Enabled,leather trench coat mens,Broad match,UK | Leather > General,Leather Coats [BM],Not eligible,ad group paused,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Search partners: Top,Enabled,leather trench coat mens,Broad match,UK | Leather > General,Leather Coats [BM],Not eligible,ad group paused,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Search partners: Top,Enabled,leather puffer jacket,Broad match,UK | Leather > General,Leather Coats [BM],Not eligible,ad group paused,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Cross-network,Enabled,leather jackets for ladies,Broad match,UK | Leather > General,Leather Coats [BM],Not eligible,ad group paused,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google search: Top,Enabled,ladies biker jacket,Broad match,UK | Leather > General,Leather Coats [BM],Not eligible,ad group paused,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google search: Other,Enabled,mens sheep skin coats,Broad match,UK | Leather > General,Leather Coats [BM],Not eligible,ad group paused,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google search: Top,Enabled,leather jacket sale,Broad match,UK | Leather > General,Leather Coats [BM],Not eligible,ad group paused,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google Display Network,Enabled,beige leather jacket,Broad match,UK | Leather > General,Leather Coats [BM],Not eligible,ad group paused,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Search partners,Enabled,black leather coat,Broad match,UK | Leather > General,Leather Coats [BM],Not eligible,ad group paused,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Cross-network,Enabled,black leather coat,Broad match,UK | Leather > General,Leather Coats [BM],Not eligible,ad group paused,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Cross-network,Enabled,leather jacket oversized,Broad match,UK | Leather > General,Leather Coats [BM],Not eligible,ad group paused,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google search: Other,Enabled,sheep skin coat,Broad match,UK | Leather > General,Leather Coats [BM],Not eligible,ad group paused,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google search: Other,Enabled,long line leather jacket,Broad match,UK | Leather > General,Leather Coats [BM],Not eligible,ad group paused,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Search partners: Top,Enabled,plus size leather jacket,Broad match,UK | Leather > General,Leather Coats [BM],Not eligible,ad group paused,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google search: Other,Enabled,leather trench coat,Broad match,UK | Leather > General,Leather Coats [BM],Not eligible,ad group paused,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Search partners: Top,Enabled,leather trench coat,Broad match,UK | Leather > General,Leather Coats [BM],Not eligible,ad group paused,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Search partners: Top,Enabled,leather jacket blue,Broad match,UK | Leather > General,Leather Coats [BM],Not eligible,ad group paused,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Search partners: Top,Enabled,long black leather jacket,Broad match,UK | Leather > General,Leather Coats [BM],Not eligible,ad group paused,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google search: Top,Enabled,leather shirt jackets,Broad match,UK | Leather > General,Leather Coats [BM],Not eligible,ad group paused,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google search: Other,Enabled,leather shirt jackets,Broad match,UK | Leather > General,Leather Coats [BM],Not eligible,ad group paused,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Search partners,Enabled,leather jackets for ladies,Broad match,UK | Leather > General,Leather Coats [BM],Not eligible,ad group paused,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google Display Network,Enabled,leather jacket sale,Broad match,UK | Leather > General,Leather Coats [BM],Not eligible,ad group paused,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google search: Other,Enabled,brown leather coat,Broad match,UK | Leather > General,Leather Coats [BM],Not eligible,ad group paused,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google search: Other,Enabled,leather red jacket,Broad match,UK | Leather > General,Leather Coats [BM],Not eligible,ad group paused,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Cross-network,Enabled,leather red jacket,Broad match,UK | Leather > General,Leather Coats [BM],Not eligible,ad group paused,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google Display Network,Enabled,leather jacket long,Broad match,UK | Leather > General,Leather Coats [BM],Not eligible,ad group paused,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google Display Network,Enabled,black leather coat,Broad match,UK | Leather > General,Leather Coats [BM],Not eligible,ad group paused,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google search: Other,Enabled,leather blazer women,Broad match,UK | Leather > General,Leather Coats [BM],Not eligible,ad group paused,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google search: Top,Enabled,wide strap shoulder bag,Broad match,UK | Leather > General,Leather Handbags [BM],Not eligible,ad group paused,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google Display Network,Enabled,mens leather travel holdall,Broad match,UK | Leather > General,Leather Handbags [BM],Not eligible,ad group paused,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Cross-network,Enabled,mens leather travel holdall,Broad match,UK | Leather > General,Leather Handbags [BM],Not eligible,ad group paused,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google search: Other,Enabled,brown leather work bag,Broad match,UK | Leather > General,Leather Handbags [BM],Not eligible,ad group paused,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Search partners: Top,Enabled,handbags for women sale,Broad match,UK | Leather > General,Leather Handbags [BM],Not eligible,ad group paused,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google Display Network,Enabled,Leather Bags,Broad match,UK | Leather > General,Leather Handbags [BM],Not eligible,ad group paused,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Cross-network,Enabled,leather handbags uk,Broad match,UK | Leather > General,Leather Handbags [BM],Not eligible,ad group paused,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google search: Top,Enabled,hand bags offer,Broad match,UK | Leather > General,Leather Handbags [BM],Not eligible,ad group paused,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google search: Top,Enabled,red hand bag,Broad match,UK | Leather > General,Leather Handbags [BM],Not eligible,ad group paused,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google Display Network,Enabled,mens messenger bags,Broad match,UK | Leather > General,Leather Handbags [BM],Not eligible,ad group paused,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Cross-network,Enabled,mens messenger bags,Broad match,UK | Leather > General,Leather Handbags [BM],Not eligible,ad group paused,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Cross-network,Enabled,handbag bags,Broad match,UK | Leather > General,Leather Handbags [BM],Not eligible,ad group paused,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google search: Top,Enabled,handbags in,Broad match,UK | Leather > General,Leather Handbags [BM],Not eligible,ad group paused,GBP, --,,,4,0,0.00%,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Search partners,Enabled,lightweight handbags uk,Broad match,UK | Leather > General,Leather Handbags [BM],Not eligible,ad group paused,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google search: Top,Enabled,red leather handbags,Broad match,UK | Leather > General,Leather Handbags [BM],Not eligible,ad group paused,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Cross-network,Enabled,red leather handbags,Broad match,UK | Leather > General,Leather Handbags [BM],Not eligible,ad group paused,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Search partners,Enabled,leather goods bags,Broad match,UK | Leather > General,Leather Handbags [BM],Not eligible,ad group paused,GBP, --,,,13,0,0.00%,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google search: Top,Enabled,black leather handbag,Broad match,UK | Leather > General,Leather Handbags [BM],Not eligible,ad group paused,GBP, --,,,18,4,22.22%,0.40,1.58,0.00,0.00,4,0.00%,0.00,0.00,0.00,0.40,0.00
Google search: Other,Enabled,black leather handbag,Broad match,UK | Leather > General,Leather Handbags [BM],Not eligible,ad group paused,GBP, --,,,11,2,18.18%,2.87,5.74,0.00,0.00,2,0.00%,0.00,0.00,0.00,2.87,0.00
Google search: Top,Enabled,quilted bag,Broad match,UK | Leather > General,Leather Handbags [BM],Not eligible,ad group paused,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google search: Other,Enabled,quilted bag,Broad match,UK | Leather > General,Leather Handbags [BM],Not eligible,ad group paused,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Search partners,Enabled,wide strap shoulder bag,Broad match,UK | Leather > General,Leather Handbags [BM],Not eligible,ad group paused,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Search partners,Enabled,red hand bag,Broad match,UK | Leather > General,Leather Handbags [BM],Not eligible,ad group paused,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Search partners,Enabled,Leather Bags,Broad match,UK | Leather > General,Leather Handbags [BM],Not eligible,ad group paused,GBP, --,,,"12,291",14,0.11%,0.26,3.59,0.00,0.00,14,0.00%,0.00,0.00,0.00,0.26,0.00
Google search: Top,Enabled,mens messenger bags,Broad match,UK | Leather > General,Leather Handbags [BM],Not eligible,ad group paused,GBP, --,,,4,1,25.00%,0.32,0.32,0.00,0.00,1,0.00%,0.00,0.00,0.00,0.32,0.00
Google Display Network,Enabled,black over body bag,Broad match,UK | Leather > General,Leather Handbags [BM],Not eligible,ad group paused,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Search partners: Top,Enabled,red leather handbags,Broad match,UK | Leather > General,Leather Handbags [BM],Not eligible,ad group paused,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Search partners: Top,Enabled,leather goods bags,Broad match,UK | Leather > General,Leather Handbags [BM],Not eligible,ad group paused,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google Display Network,Enabled,ladies shoulder bag,Broad match,UK | Leather > General,Leather Handbags [BM],Not eligible,ad group paused,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Search partners: Top,Enabled,large crossbody bags uk,Broad match,UK | Leather > General,Leather Handbags [BM],Not eligible,ad group paused,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Search partners,Enabled,ladies navy handbags,Broad match,UK | Leather > General,Leather Handbags [BM],Not eligible,ad group paused,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google search: Top,Enabled,handbag bags,Broad match,UK | Leather > General,Leather Handbags [BM],Not eligible,ad group paused,GBP, --,,,12,0,0.00%,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google search: Other,Enabled,leather travel bag,Broad match,UK | Leather > General,Leather Handbags [BM],Not eligible,ad group paused,GBP, --,,,47,1,2.13%,1.35,1.35,0.00,0.00,1,0.00%,0.00,0.00,0.00,1.35,0.00
Google Display Network,Enabled,leather goods bags,Broad match,UK | Leather > General,Leather Handbags [BM],Not eligible,ad group paused,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
