Top vs. Other,Keyword status,Keyword,Match type,Campaign,Ad group,Status,Status reasons,Currency code,Max. CPC,Final URL,Mobile final URL,Impr.,Interactions,Interaction rate,Avg. cost,Cost,Conv. value / click,Conv. value (by conv. time),Clicks,Conv. rate,Conv. value,Conv. value / cost,Conversions,Avg. CPC,Cost / conv.
Google Display Network,Enabled,genuine leather purse made in italy,Broad match,UK | Leather Bag > Broad,Leather Bag | Type,Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google Display Network,Enabled,green leather crossbody bag,Broad match,UK | Leather Bag > Broad,Leather Bag | Type,Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Search partners,Enabled,green leather crossbody bag,Broad match,UK | Leather Bag > Broad,Leather Bag | Type,Eligible,,GBP, --,,,67,0,0.00%,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Search partners,Enabled,arket leather bag,Broad match,UK | Leather Bag > Broad,Leather Bag | Type,Eligible,,GBP, --,,,115,0,0.00%,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google search: Top,Enabled,faigen handbags,Broad match,UK | Leather Bag > Broad,Leather Bag | Type,Eligible,,GBP, --,,,1,1,100.00%,0.13,0.13,0.00,0.00,1,0.00%,0.00,0.00,0.00,0.13,0.00
Google search: Other,Enabled,faigen handbags,Broad match,UK | Leather Bag > Broad,Leather Bag | Type,Eligible,,GBP, --,,,17,3,17.65%,0.06,0.17,0.00,0.00,3,0.00%,0.00,0.00,0.00,0.06,0.00
Google Display Network,Enabled,real leather handbags,Broad match,UK | Leather Bag > Broad,Leather Bag | Type,Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google Display Network,Enabled,non leather handbags,Broad match,UK | Leather Bag > Broad,Leather Bag | Type,Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Search partners,Enabled,cristina rui leather bag,Broad match,UK | Leather Bag > Broad,Leather Bag | Type,Eligible,,GBP, --,,,7,0,0.00%,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Search partners,Enabled,pedro leather bag,Broad match,UK | Leather Bag > Broad,Leather Bag | Type,Eligible,,GBP, --,,,15,0,0.00%,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google search: Other,Enabled,woodland leather bag,Broad match,UK | Leather Bag > Broad,Leather Bag | Type,Eligible,,GBP, --,,,244,3,1.23%,0.22,0.65,0.00,0.00,3,0.00%,0.00,0.00,0.00,0.22,0.00
Search partners,Enabled,woodland leather bag,Broad match,UK | Leather Bag > Broad,Leather Bag | Type,Eligible,,GBP, --,,,72,2,2.78%,0.10,0.20,0.00,0.00,2,0.00%,0.00,0.00,0.00,0.10,0.00
Google search: Other,Enabled,montana leather bags,Broad match,UK | Leather Bag > Broad,Leather Bag | Type,Eligible,,GBP, --,,,9,1,11.11%,0.23,0.23,0.00,0.00,1,0.00%,0.00,0.00,0.00,0.23,0.00
Search partners: Top,Enabled,small leather crossbody bag,Broad match,UK | Leather Bag > Broad,Leather Bag | Type,Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Cross-network,Enabled,small leather crossbody bag,Broad match,UK | Leather Bag > Broad,Leather Bag | Type,Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Cross-network,Enabled,white leather handbag,Broad match,UK | Leather Bag > Broad,Leather Bag | Type,Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Search partners,Enabled,hidesign laptop bags,Broad match,UK | Leather Bag > Broad,Leather Bag | Type,Eligible,,GBP, --,,,35,0,0.00%,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Cross-network,Enabled,tuscany leather bags,Broad match,UK | Leather Bag > Broad,Leather Bag | Type,Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google Display Network,Enabled,osprey leather purse,Broad match,UK | Leather Bag > Broad,Leather Bag | Type,Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Cross-network,Enabled,osprey leather purse,Broad match,UK | Leather Bag > Broad,Leather Bag | Type,Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google search: Top,Enabled,spanish leather handbags,Broad match,UK | Leather Bag > Broad,Leather Bag | Type,Eligible,,GBP, --,,,86,13,15.12%,0.47,6.07,0.00,0.00,13,0.00%,0.00,0.00,0.00,0.47,0.00
Search partners: Top,Enabled,plinio visona bags,Broad match,UK | Leather Bag > Broad,Leather Bag | Type,Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Search partners: Top,Enabled,swolit handbags,Broad match,UK | Leather Bag > Broad,Leather Bag | Type,Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google search: Other,Enabled,soft italian leather crossbody bag,Broad match,UK | Leather Bag > Broad,Leather Bag | Type,Eligible,,GBP, --,,,37,3,8.11%,0.32,0.95,0.00,0.00,3,0.00%,0.00,0.00,0.00,0.32,0.00
Google Display Network,Enabled,leather bags london,Broad match,UK | Leather Bag > Broad,Leather Bag | Type,Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google Display Network,Enabled,navy leather crossbody bag,Broad match,UK | Leather Bag > Broad,Leather Bag | Type,Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google Display Network,Enabled,turkish leather bags,Broad match,UK | Leather Bag > Broad,Leather Bag | Type,Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Cross-network,Enabled,leather camera bag crossbody,Broad match,UK | Leather Bag > Broad,Leather Bag | Type,Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Search partners: Top,Enabled,borse in pelle leather bag,Broad match,UK | Leather Bag > Broad,Leather Bag | Type,Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google Display Network,Enabled,small white leather crossbody bag,Broad match,UK | Leather Bag > Broad,Leather Bag | Type,Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Search partners: Top,Enabled,rowallan leather bags,Broad match,UK | Leather Bag > Broad,Leather Bag | Type,Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Cross-network,Enabled,rowallan leather bags,Broad match,UK | Leather Bag > Broad,Leather Bag | Type,Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Cross-network,Enabled,divina firenze handbags,Broad match,UK | Leather Bag > Broad,Leather Bag | Type,Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google Display Network,Enabled,leather land handbags,Broad match,UK | Leather Bag > Broad,Leather Bag | Type,Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Search partners: Top,Enabled,buffalo leather bags,Broad match,UK | Leather Bag > Broad,Leather Bag | Type,Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google search: Top,Enabled,ilundi leather bags,Broad match,UK | Leather Bag > Broad,Leather Bag | Type,Eligible,,GBP, --,,,1,1,100.00%,0.15,0.15,0.00,0.00,1,0.00%,0.00,0.00,0.00,0.15,0.00
Google search: Top,Enabled,american leather co backpack,Broad match,UK | Leather Bag > Broad,Leather Bag | Type,Eligible,,GBP, --,,,3,1,33.33%,0.31,0.31,0.00,0.00,1,0.00%,0.00,0.00,0.00,0.31,0.00
Google Display Network,Enabled,tan leather crossbody handbag,Broad match,UK | Leather Bag > Broad,Leather Bag | Type,Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google search: Other,Enabled,pavers leather handbags,Broad match,UK | Leather Bag > Broad,Leather Bag | Type,Eligible,,GBP, --,,,65,3,4.62%,0.06,0.18,0.00,0.00,3,0.00%,0.00,0.00,0.00,0.06,0.00
Search partners: Top,Enabled,pavers leather handbags,Broad match,UK | Leather Bag > Broad,Leather Bag | Type,Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google search: Other,Enabled,tula leather bag,Broad match,UK | Leather Bag > Broad,Leather Bag | Type,Eligible,,GBP, --,,,"2,923",115,3.93%,0.10,12.04,0.00,0.00,115,0.00%,0.00,0.00,0.00,0.10,0.00
Google search: Top,Enabled,osprey leather bag,Broad match,UK | Leather Bag > Broad,Leather Bag | Type,Eligible,,GBP, --,,,922,126,13.67%,0.43,54.21,0.00,0.00,126,0.00%,0.00,0.00,0.00,0.43,0.00
Search partners,Enabled,private label leather goods,Broad match,UK | Leather Bag > Broad,Leather Bag | Type,Eligible,,GBP, --,,,1,0,0.00%,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Cross-network,Enabled,pink leather laptop bag,Broad match,UK | Leather Bag > Broad,Leather Bag | Type,Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google search: Other,Enabled,taurus leather bag,Broad match,UK | Leather Bag > Broad,Leather Bag | Type,Eligible,,GBP, --,,,349,16,4.58%,0.21,3.31,0.00,0.00,16,0.00%,0.00,0.00,0.00,0.21,0.00
Search partners,Enabled,the leather briefcase company,Broad match,UK | Leather Bag > Broad,Leather Bag | Type,Eligible,,GBP, --,,,272,0,0.00%,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google search: Other,Enabled,ostrich leather bag price,Broad match,UK | Leather Bag > Broad,Leather Bag | Type,Eligible,,GBP, --,,,10,0,0.00%,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Search partners: Top,Enabled,paul costelloe purse,Broad match,UK | Leather Bag > Broad,Leather Bag | Type,Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google search: Top,Enabled,giudi bag,Broad match,UK | Leather Bag > Broad,Leather Bag | Type,Eligible,,GBP, --,,,26,5,19.23%,0.23,1.13,0.00,0.00,5,0.00%,0.00,0.00,0.00,0.23,0.00
Google search: Other,Enabled,giudi bag,Broad match,UK | Leather Bag > Broad,Leather Bag | Type,Eligible,,GBP, --,,,40,2,5.00%,0.15,0.29,0.00,0.00,2,0.00%,0.00,0.00,0.00,0.15,0.00
Google search: Top,Enabled,mustard leather bag,Broad match,UK | Leather Bag > Broad,Leather Bag | Type,Eligible,,GBP, --,,,2,0,0.00%,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Search partners,Enabled,mustard leather bag,Broad match,UK | Leather Bag > Broad,Leather Bag | Type,Eligible,,GBP, --,,,16,0,0.00%,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Cross-network,Enabled,osprey london handbags,Broad match,UK | Leather Bag > Broad,Leather Bag | Type,Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google search: Other,Enabled,handmade leather crossbody bag,Broad match,UK | Leather Bag > Broad,Leather Bag | Type,Eligible,,GBP, --,,,101,5,4.95%,0.19,0.95,0.00,0.00,5,0.00%,0.00,0.00,0.00,0.19,0.00
Search partners: Top,Enabled,bagitali bags,Broad match,UK | Leather Bag > Broad,Leather Bag | Type,Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Search partners: Top,Enabled,conkca handbags,Broad match,UK | Leather Bag > Broad,Leather Bag | Type,Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google search: Top,Enabled,portland leather crossbody tote,Broad match,UK | Leather Bag > Broad,Leather Bag | Type,Eligible,,GBP, --,,,8,1,12.50%,1.15,1.15,0.00,0.00,1,0.00%,0.00,0.00,0.00,1.15,0.00
Google Display Network,Enabled,leather fold over purse,Broad match,UK | Leather Bag > Broad,Leather Bag | Type,Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Search partners,Enabled,leather fold over purse,Broad match,UK | Leather Bag > Broad,Leather Bag | Type,Eligible,,GBP, --,,,1,0,0.00%,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Search partners,Enabled,small soft leather crossbody bag,Broad match,UK | Leather Bag > Broad,Leather Bag | Type,Eligible,,GBP, --,,,19,1,5.26%,0.08,0.08,0.00,0.00,1,0.00%,0.00,0.00,0.00,0.08,0.00
Google Display Network,Enabled,monsac original,Broad match,UK | Leather Bag > Broad,Leather Bag | Type,Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google search: Other,Enabled,canadian leather bags,Broad match,UK | Leather Bag > Broad,Leather Bag | Type,Eligible,,GBP, --,,,7,0,0.00%,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Cross-network,Enabled,canadian leather bags,Broad match,UK | Leather Bag > Broad,Leather Bag | Type,Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google search: Other,Enabled,navy blue leather crossbody bag,Broad match,UK | Leather Bag > Broad,Leather Bag | Type,Eligible,,GBP, --,,,2,0,0.00%,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google search: Other,Enabled,portland leather tote,Broad match,UK | Leather Bag > Broad,Leather Bag | Type,Eligible,,GBP, --,,,5,0,0.00%,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google Display Network,Enabled,portland leather tote,Broad match,UK | Leather Bag > Broad,Leather Bag | Type,Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Cross-network,Enabled,leather crossbody bum bag,Broad match,UK | Leather Bag > Broad,Leather Bag | Type,Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Cross-network,Enabled,green leather crossbody bag,Broad match,UK | Leather Bag > Broad,Leather Bag | Type,Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google Display Network,Enabled,cristina rui leather bag,Broad match,UK | Leather Bag > Broad,Leather Bag | Type,Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Search partners: Top,Enabled,leather bag co,Broad match,UK | Leather Bag > Broad,Leather Bag | Type,Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Search partners,Enabled,cambridge leather bags,Broad match,UK | Leather Bag > Broad,Leather Bag | Type,Eligible,,GBP, --,,,893,1,0.11%,0.60,0.60,0.00,0.00,1,0.00%,0.00,0.00,0.00,0.60,0.00
Cross-network,Enabled,raven large shoulder tote,Broad match,UK | Leather Bag > Broad,Leather Bag | Type,Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google Display Network,Enabled,kurt geiger leather bag,Broad match,UK | Leather Bag > Broad,Leather Bag | Type,Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Cross-network,Enabled,leather goods maker near me,Broad match,UK | Leather Bag > Broad,Leather Bag | Type,Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Search partners,Enabled,montana leather bags,Broad match,UK | Leather Bag > Broad,Leather Bag | Type,Eligible,,GBP, --,,,3,0,0.00%,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google search: Top,Enabled,rowallan shoulder bags,Broad match,UK | Leather Bag > Broad,Leather Bag | Type,Eligible,,GBP, --,,,4,1,25.00%,0.10,0.10,0.00,0.00,1,0.00%,0.00,0.00,0.00,0.10,0.00
Google Display Network,Enabled,american leather co handbags,Broad match,UK | Leather Bag > Broad,Leather Bag | Type,Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Search partners: Top,Enabled,american leather co handbags,Broad match,UK | Leather Bag > Broad,Leather Bag | Type,Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Search partners,Enabled,visona bags,Broad match,UK | Leather Bag > Broad,Leather Bag | Type,Eligible,,GBP, --,,,7,0,0.00%,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google Display Network,Enabled,chiarugi bags,Broad match,UK | Leather Bag > Broad,Leather Bag | Type,Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Cross-network,Enabled,hidesign laptop bags sale,Broad match,UK | Leather Bag > Broad,Leather Bag | Type,Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
